# Taxa	W1	W10	W11	W12	W13	W14	W15	W16	W17	W19	W2	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W3	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W4	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W5	W50	W51	W52	W53	W54	W55	W56	W57	W58	W59	W6	W60	W7	W8	W9
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Anaerolineae_D_3__Anaerolineales_D_4__Anaerolineaceae_D_5__uncultured	0	0	0	0	0	0.002191381	0.006578947	0.002347418	0	0	0	0	0.005363985	0	0	0	0	0	0	0.006838906	0.002857143	0.008272059	0.004444444	0	0	0.006485849	0	0.004237288	0	0.004105572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003211991	0	0	0	0	0	0	0	0	0	0	0	0.010016694	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Methylococcales_D_4__Methylomonaceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001759531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Clostridiaceae 1___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005980861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00974026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Ruminococcaceae___	0	0	0	0	0	0	0	0	0	0	0	0.002150538	0	0	0	0	0	0	0	0	0.001142857	0	0	0	0	0	0	0	0	0	0	0.001720183	0	0	0	0	0	0.001237624	0	0	0	0	0.001503759	0	0	0	0	0	0.002708978	0	0.001190476	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__SAR324 clade(Marine group B)_D_4__uncultured bacterium_D_5__	0	0.016798419	0.023228804	0.016393443	0.012962963	0.005113221	0.02443609	0.017605634	0.011310712	0.015916955	0.018669778	0	0	0	0.009993754	0.020863309	0.015384615	0	0.013931889	0.022796353	0.022285714	0	0.020952381	0.013089005	0.00969697	0.001179245	0.017445483	0.012711864	0.007177033	0.015249267	0.01610468	0.021215596	0.0126369	0.021303258	0.012103746	0	0.024047187	0	0	0.018894332	0	0.014839636	0.019548872	0	0.018668831	0.01391863	0.013317892	0.010703993	0.019736842	0.011378556	0.010119048	0	0	0	0.009892086	0.01735107	0	0.021702838	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Xanthomonadales_D_4__Xanthomonadaceae_D_5__Silanimonas	0.032085561	0.031620553	0.046457607	0	0	0.014609204	0	0.061032864	0.076513639	0.009688581	0.012835473	0.049462366	0.013793103	0.010243278	0.012492192	0.007913669	0	0	0.017801858	0.009878419	0.006285714	0.012867647	0.006349206	0.019633508	0.01030303	0.007075472	0.008099688	0	0.046650718	0.018181818	0.010065425	0.006307339	0	0.036967419	0.012680115	0.020321761	0.006805808	0.008663366	0.022429907	0.039888034	0.024407252	0.012446146	0.004511278	0	0.021103896	0	0.01447597	0.009880609	0.003482972	0.014442013	0.013690476	0.014398848	0	0.004314995	0.027877698	0.01735107	0.012087912	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Bacteroidetes vadinHA17___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001173021	0	0.001720183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002157497	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Clostridiaceae 1_D_5__Clostridium sensu stricto 13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001818182	0	0	0	0	0	0	0	0	0.002506266	0	0	0	0.001237624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Methyloligellaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Actinobacteria_D_3__Frankiales_D_4__Sporichthyaceae_D_5__uncultured bacterium	0	0.018774704	0	0	0.018518519	0	0	0.008802817	0	0	0	0	0	0.009603073	0	0.009352518	0	0	0	0	0	0	0.008888889	0	0	0	0	0.016949153	0	0	0.011575239	0	0.01600674	0	0	0	0	0	0	0	0	0.011488751	0.008521303	0	0	0	0	0.005351997	0.009674923	0.009628009	0.006547619	0	0	0.009169364	0.008992806	0	0	0.03672788	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Clostridiaceae 1_D_5__Clostridium sensu stricto 9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Xanthobacteraceae_D_5__Bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Thermoleophilia_D_3__Gaiellales_D_4__uncultured_D_5__uncultured delta proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__Lentimicrobiaceae_D_5__wastewater metagenome	0	0	0	0	0	0	0	0	0.005322688	0	0.011668611	0	0	0	0	0	0	0.003968254	0	0	0.004	0.006433824	0	0	0	0.006485849	0	0	0	0	0	0	0.00758214	0	0	0	0.00907441	0.008044554	0	0	0	0.003350886	0	0	0	0	0	0.002881844	0	0	0	0	0	0	0	0	0	0	0.019945603
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__Lentimicrobiaceae_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Clostridiaceae 1_D_5__Sarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008685582	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Gammaproteobacteria Incertae Sedis_D_4__Unknown Family_D_5__Acidibacter	0	0	0	0	0	0	0	0.01056338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001253133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Cytophagales_D_4__Spirosomaceae_D_5__Runella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001547988	0	0.001714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002242152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__Lentimicrobiaceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001798561	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Cytophagales_D_4__Cytophagaceae_D_5__Cytophaga	0.018181818	0.033596838	0.017421603	0	0	0	0	0	0	0	0	0.025806452	0.011494253	0.007042254	0	0	0.004807692	0.073412698	0	0	0	0	0	0.011125654	0	0.006485849	0	0.007768362	0.04007177	0	0.005032713	0	0	0.01566416	0.016138329	0.00677392	0.004537205	0	0	0	0.009762901	0.002872188	0	0	0.005681818	0.009635974	0	0.007822149	0.004643963	0	0.008928571	0.010799136	0	0.004314995	0.017985612	0.006940428	0.00989011	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Methylococcales_D_4__Methylomonaceae_D_5__uncultured	0	0.009881423	0.010452962	0.008196721	0.012037037	0	0.018796992	0.009976526	0	0	0.011668611	0.008602151	0.01302682	0.011523688	0.014990631	0.015827338	0.014423077	0.013888889	0.008513932	0	0.013142857	0.011029412	0.014603175	0.016361257	0.007272727	0.016509434	0.006853583	0.011299435	0.012559809	0	0.009058883	0.008600917	0.01600674	0.006892231	0	0	0.00862069	0.017945545	0.004672897	0.008397481	0	0.009095261	0.010025063	0.025784753	0	0.009100642	0	0.009468917	0.014318885	0.007002188	0.005357143	0.009359251	0	0.015102481	0	0	0.003296703	0.025041736	0.015412511
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Aeromonadales_D_4__Aeromonadaceae_D_5__Aeromonas	0	0	0.005807201	0	0	0	0	0.004694836	0.00665336	0.007612457	0.008168028	0	0	0.00128041	0	0	0	0	0	0	0	0.003676471	0	0.003926702	0	0.004127358	0	0.004237288	0.005980861	0.005865103	0	0	0	0.008145363	0.004034582	0	0.002268603	0	0	0.006298111	0.009065551	0	0	0	0.001623377	0.003747323	0	0	0.002708978	0.002625821	0.005357143	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__NS11-12 marine group___	0.023529412	0.011857708	0.016260163	0	0.010185185	0	0.009398496	0	0	0.011072664	0.023337223	0	0.01532567	0.016645327	0.020612117	0.01942446	0.017307692	0.015873016	0	0.01899696	0.005714286	0.022977941	0.023492063	0.017015707	0.008484848	0.021226415	0.003738318	0.007062147	0.014354067	0.011143695	0.006039255	0.008600917	0.02190396	0.011278195	0.017291066	0.008467401	0.023139746	0.008663366	0	0	0.007670851	0.011010053	0.005513784	0	0	0.024625268	0.006369427	0.004116921	0.008900929	0.009190372	0.010714286	0.01511879	0.003484321	0.007011866	0	0.013302487	0	0.026711185	0.01631913
D_0__Bacteria_D_1__Chloroflexi_D_2__Anaerolineae_D_3__Anaerolineales_D_4__Anaerolineaceae_D_5__Anaerolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Syntrophobacterales_D_4__Syntrophaceae_D_5__Smithella	0	0	0	0	0	0	0	0	0	0	0.002333722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001179245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001618123	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Sva0485_D_4__uncultured bacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Chthoniobacterales_D_4__Chthoniobacteraceae_D_5__Chthoniobacter	0.021390374	0	0.023228804	0.028103044	0.021296296	0.032140248	0.023496241	0.018192488	0	0.033217993	0.026837806	0.007526882	0	0	0.011242973	0.010791367	0.024038462	0.018849206	0.018575851	0.012158055	0.026285714	0.022977941	0	0.011780105	0.006060606	0.02004717	0.02305296	0.003531073	0	0	0.017614494	0.019495413	0.0210615	0	0	0.009314141	0	0.012376238	0.009345794	0	0.009762901	0.011010053	0.012531328	0.028026906	0	0.006423983	0	0.011115685	0.001547988	0.003938731	0	0.010079194	0.017421603	0	0.020683453	0	0.036263736	0.016694491	0.014505893
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Legionellales_D_4__Legionellaceae_D_5__Legionella	0.011764706	0.013833992	0.010452962	0.009367681	0.021296296	0.016070124	0.019736842	0.020539906	0.021956088	0.012456747	0.035005834	0.015053763	0.01532567	0.021126761	0.013741412	0.030215827	0.009615385	0.037698413	0.02244582	0.018237082	0.026857143	0.009191176	0.039365079	0.02486911	0.036969697	0.027122642	0.014953271	0.014830508	0.020933014	0.019354839	0.023150478	0.032683486	0.0126369	0.033834586	0.009798271	0.034716342	0.030852995	0.022277228	0.025233645	0.046885934	0.036262204	0.041646721	0.026566416	0.014573991	0.025974026	0.024089936	0.041111754	0.035405517	0.012770898	0.01750547	0.016071429	0.019438445	0.01533101	0.010787487	0.021582734	0.034123771	0.017582418	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Opitutales_D_4__Opitutaceae_D_5__Opitutus	0	0	0	0	0	0	0	0	0.001996008	0	0	0	0.004597701	0	0	0	0	0	0.004643963	0	0	0	0	0	0	0	0	0.01059322	0.00777512	0	0.009562154	0	0	0	0	0	0	0	0	0	0	0	0	0.012331839	0	0	0	0	0	0.005251641	0	0.004319654	0	0	0	0	0.005494505	0	0.004533092
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Bacteroidetes vadinHA17_D_5__uncultured Bacteroidetes bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001869159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Peptostreptococcaceae_D_5__Romboutsia	0	0	0	0	0	0	0	0	0	0	0.003500583	0	0	0	0.003123048	0	0	0	0	0	0	0.002757353	0	0	0	0	0.00623053	0.006355932	0	0	0	0	0	0.005639098	0	0	0.004083485	0	0	0	0	0	0	0.010089686	0	0.006959315	0	0	0.010448916	0	0	0.006479482	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Lachnospiraceae_D_5__Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001547988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Flavobacteriales_D_4__NS9 marine group___	0	0.001976285	0.016260163	0	0.018518519	0.013878744	0	0.017605634	0	0.02283737	0.026837806	0	0.01302682	0.012163892	0.023110556	0.022302158	0.016346154	0	0.013157895	0.021276596	0.005714286	0.027573529	0.001269841	0.013743455	0.007878788	0.018278302	0.011214953	0.014124294	0.010167464	0.012316716	0.017614494	0.010894495	0.02021904	0.008145363	0.01556196	0.016088061	0.020871143	0.017945545	0.011214953	0.007697691	0.011157601	0.008137865	0.013032581	0.016816143	0.00974026	0.010706638	0.010422698	0.015232606	0.013157895	0.010503282	0.014285714	0.017278618	0	0.026968716	0.021582734	0.015615963	0.014285714	0	0.01087942
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Methylococcales_D_4__Methylomonaceae_D_5__Crenothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Cytophagales_D_4__Microscillaceae_D_5__uncultured	0	0.008893281	0.017421603	0.003512881	0	0	0	0.030516432	0.040585496	0.002076125	0	0.07311828	0.006896552	0.007682458	0	0	0	0.020833333	0	0.003039514	0	0	0	0.015052356	0	0.001179245	0	0	0.016746411	0.016422287	0.001509814	0	0	0.016290727	0.010951009	0	0.002722323	0	0	0.039888034	0.009065551	0	0	0	0	0.005353319	0	0	0	0.007439825	0	0.006479482	0	0	0.026079137	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Chloroflexia_D_3__Chloroflexales_D_4__Roseiflexaceae_D_5__uncultured	0	0.013833992	0	0.005854801	0	0.010226443	0.009398496	0.009389671	0	0.010380623	0	0	0.008429119	0.010243278	0.008119925	0.01294964	0.007692308	0.010912698	0.01006192	0.012917933	0.010285714	0	0.012698413	0.010471204	0.004242424	0.00884434	0.011838006	0.016949153	0.01076555	0.008211144	0.011071968	0.015481651	0	0.016917293	0.012103746	0.010160881	0.009528131	0.009282178	0.010280374	0	0.009762901	0.010531355	0.013032581	0	0.008928571	0.010171306	0.006948466	0.019349527	0.018188854	0.012253829	0.014880952	0.006479482	0.010452962	0.010248112	0.013489209	0.013880856	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Neisseriaceae_D_5__uncultured	0.014973262	0.010869565	0.030197445	0.011709602	0	0	0.003759398	0.007042254	0	0.00899654	0	0	0.009195402	0.016005122	0	0	0	0	0.021671827	0	0.008	0.009191176	0.00952381	0.003926702	0	0.004716981	0	0.008474576	0	0.02170088	0.001006543	0.004587156	0.01010952	0.018796992	0.016714697	0.021168501	0	0.004331683	0.034579439	0.006298111	0.014644351	0.005744375	0	0.010089686	0.050324675	0.014989293	0.034742328	0.005351997	0	0.015317287	0.014880952	0.008639309	0	0.00377562	0.019784173	0.019664546	0.01978022	0.005008347	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__NS11-12 marine group_D_5__metagenome	0	0	0	0	0	0	0	0.002347418	0	0	0	0	0	0.003201024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Chitinophagales_D_4__Chitinophagaceae_D_5__Ferruginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Rhodocyclaceae_D_5__Dechloromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Comamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030729834	0.01623985	0	0	0	0.019349845	0	0.024571429	0	0	0	0.021212121	0	0	0	0	0	0.021640664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023466447	0	0.021006565	0	0	0	0.022653722	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Lachnospiraceae_D_5__Epulopiscium	0	0	0	0	0	0	0	0	0	0.002076125	0	0	0	0	0	0	0	0	0	0	0.002285714	0	0	0	0	0	0.001246106	0	0.004784689	0.005278592	0	0	0	0	0	0	0	0	0	0.00279916	0.00348675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Pedosphaerales_D_4__Pedosphaeraceae_D_5__uncultured bacterium	0.011764706	0.015810277	0	0.012880562	0	0.010956903	0.009398496	0	0	0	0.012835473	0	0.017624521	0.010883483	0.01561524	0	0	0.017857143	0	0.019756839	0.012	0	0.011428571	0	0.006060606	0.01120283	0	0.01200565	0	0	0.014091595	0.014908257	0.0126369	0	0	0	0.012704174	0.013613861	0	0	0	0.014360938	0.022055138	0	0	0.012312634	0.002895194	0.013585838	0.021671827	0.005689278	0	0.012958963	0.022996516	0.024811219	0.018884892	0.015037594	0	0	0.01087942
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Prolixibacteraceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001547988	0	0	0	0	0	0	0	0.001246106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Lachnospiraceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001393728	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Thermoleophilia_D_3__Gaiellales_D_4__Gaiellaceae_D_5__Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhodobacterales_D_4__Rhodobacteraceae_D_5__Rhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005417957	0	0.005714286	0	0.011428571	0	0.008484848	0.001768868	0.005607477	0	0	0.008797654	0	0	0	0	0.01037464	0	0	0	0	0	0	0.006223073	0	0	0	0	0	0.007410457	0.004643963	0	0	0.007919366	0	0.005933118	0	0.014459225	0.00989011	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Desulfuromonadales_D_4__Geobacteraceae_D_5__Geobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003123048	0	0	0	0	0	0.001142857	0	0.003174603	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002722323	0	0	0	0	0	0	0	0	0	0	0	0.002708978	0	0	0	0	0.002157497	0	0	0	0	0.01087942
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Chthoniobacterales_D_4__Chthoniobacteraceae_D_5__LD29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012896825	0.007739938	0	0	0	0.008888889	0	0	0	0.00623053	0	0.006578947	0	0.004529441	0	0	0	0	0	0	0.005569307	0	0	0	0	0.007518797	0	0	0	0	0	0.004256966	0.004376368	0.005952381	0	0	0	0	0	0	0	0.014505893
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Flavobacteriales_D_4__NS9 marine group_D_5__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016507937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014634146	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Bacteroidetes vadinHA17_D_5__uncultured Cytophagales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Subgroup 18_D_3__uncultured prokaryote_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Pseudomonadales_D_4__Pseudomonadaceae_D_5__Pseudomonas	0.005347594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Ruminococcaceae_D_5__Pseudobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Syntrophobacterales_D_4__Syntrophaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Desulfarculales_D_4__Desulfarculaceae_D_5__Desulfatiglans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001503759	0	0	0	0	0	0	0	0	0	0.002090592	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Sphingomonadales_D_4__Sphingomonadaceae_D_5__uncultured	0	0.007905138	0	0	0	0.013878744	0	0	0	0	0	0	0	0	0.010618364	0	0	0	0	0.012158055	0	0	0	0	0	0.005896226	0	0.01059322	0	0.016422287	0	0	0	0	0	0	0	0.012376238	0	0.007697691	0.009762901	0	0	0.012331839	0.015422078	0	0.008685582	0	0.011996904	0	0	0	0	0	0	0	0	0.003338898	0
